Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,11.450000,11.480000,10.500000,10.690000,10.690000,56854400
2020-04-02,10.610000,11.030000,10.000000,10.060000,10.060000,65534600
2020-04-03,10.340000,10.490000,9.090000,9.390000,9.390000,87018900
2020-04-06,9.720000,9.940000,9.110000,9.500000,9.500000,94272300
2020-04-07,11.070000,12.200000,10.050000,10.220000,10.220000,138061000
2020-04-08,10.910000,11.400000,10.500000,11.330000,11.330000,82120400
2020-04-09,12.640000,13.400000,11.820000,12.510000,12.510000,117592800
2020-04-13,12.900000,12.950000,11.250000,11.560000,11.560000,73385500
2020-04-14,12.220000,12.600000,11.750000,11.950000,11.950000,68039500
2020-04-15,12.520000,12.690000,11.390000,12.290000,12.290000,124719900
2020-04-16,11.910000,12.030000,11.050000,11.070000,11.070000,83627000
2020-04-17,11.870000,11.950000,11.500000,11.570000,11.570000,61279500
2020-04-20,11.150000,11.350000,10.720000,11.060000,11.060000,58984900
2020-04-21,10.800000,11.220000,10.700000,11.000000,11.000000,49882300
2020-04-22,11.090000,11.130000,10.020000,10.270000,10.270000,76320100
2020-04-23,10.360000,10.670000,10.240000,10.250000,10.250000,54598500
2020-04-24,10.400000,10.500000,9.900000,10.310000,10.310000,67234900
2020-04-27,10.530000,10.530000,10.000000,10.020000,10.020000,67378800
2020-04-28,10.290000,11.630000,10.210000,11.260000,11.260000,114643000
2020-04-29,12.100000,12.890000,12.020000,12.630000,12.630000,113669400
2020-04-30,11.920000,12.590000,11.260000,12.010000,12.010000,94567100
2020-05-01,11.410000,11.660000,10.580000,10.640000,10.640000,99441400
2020-05-04,9.410000,10.170000,9.150000,9.820000,9.820000,125580000
2020-05-05,10.260000,10.380000,9.500000,9.510000,9.510000,86943900
2020-05-06,9.580000,9.730000,9.090000,9.250000,9.250000,68991000
2020-05-07,9.300000,9.800000,9.290000,9.540000,9.540000,61817000
2020-05-08,9.780000,10.150000,9.680000,10.140000,10.140000,59649800
2020-05-11,9.920000,10.250000,9.590000,10.100000,10.100000,48499000
2020-05-12,10.010000,10.200000,9.600000,9.650000,9.650000,46833100
2020-05-13,9.520000,9.530000,8.830000,9.110000,9.110000,68704600
2020-05-14,8.770000,9.190000,8.250000,9.150000,9.150000,72320500
2020-05-15,8.850000,9.360000,8.760000,9.040000,9.040000,39560500
2020-05-18,9.620000,9.940000,9.360000,9.870000,9.870000,76624400
2020-05-19,10.140000,10.190000,9.590000,9.640000,9.640000,62242500
2020-05-20,9.910000,10.140000,9.770000,9.870000,9.870000,44006700
2020-05-21,9.870000,10.150000,9.830000,9.890000,9.890000,45785700
2020-05-22,10.020000,10.120000,9.630000,9.700000,9.700000,37596800
2020-05-26,10.270000,11.280000,10.250000,11.140000,11.140000,101717000
2020-05-27,12.430000,12.550000,11.070000,11.980000,11.980000,99314800
2020-05-28,11.780000,11.830000,10.900000,10.980000,10.980000,70488800
2020-05-29,10.480000,10.870000,10.320000,10.500000,10.500000,59054700
